SeqName	Length	Description	GO IDs
FAGR_UCONN_32355	802	KAF3966494.1hypothetical protein CMV_009410	GO:0006418;GO:0004812;GO:0005524
FAGR_UCONN_32356	222	XP_023922527.1DNA-directed RNA polymerase III subunit RPC6-like	GO:0006383;GO:0003723;GO:0005666
FAGR_UCONN_32357	428	KAE8009127.1hypothetical protein FH972_005580	GO:0009658;GO:0045037;GO:0009706
FAGR_UCONN_32358	410	XP_023882130.1uncharacterized protein LOC111994476	
FAGR_UCONN_32359	276	XP_050264967.1uncharacterized protein LOC126708967	GO:0006401;GO:0005654;GO:0032299
FAGR_UCONN_32360	187	POE81453.1histone h2b	GO:0003677;GO:0030527;GO:0046982;GO:0000786;GO:0005634
FAGR_UCONN_32361	261	XP_023896965.1acid phosphatase 1-like	GO:0003993;GO:0045735
FAGR_UCONN_32362	312	XP_030928467.1pirin-like protein	
FAGR_UCONN_32363	250	XP_030942218.1cysteine-rich repeat secretory protein 38-like	
FAGR_UCONN_32364	464	XP_023876302.1serine carboxypeptidase-like 45	GO:0006508;GO:0004185;GO:0005576;GO:0016020
FAGR_UCONN_32365	362	KAE8038733.1hypothetical protein FH972_011211	GO:0006370;GO:0106005;GO:0003723;GO:0004482;GO:0005634;GO:0005845
FAGR_UCONN_32366	268	XP_050272409.1uncharacterized protein LOC126715703	GO:0002953;GO:0005524;GO:0046872
FAGR_UCONN_32367	753	KAF3962691.1hypothetical protein CMV_012833	GO:0008289
FAGR_UCONN_32368	862	XP_023872254.1sucrose synthase 5-like	GO:0005985;GO:0033036;GO:0016157;GO:0016020
FAGR_UCONN_32369	299	XP_030968531.1tRNA-splicing endonuclease subunit Sen2-1-like isoform X2	GO:0000379;GO:0000213;GO:0003676;GO:0000214;GO:0016020
FAGR_UCONN_32370	197	XP_030948656.1nitrogen regulatory protein P-II homolog	GO:0006808;GO:0009416;GO:0009718;GO:0009744;GO:0042304;GO:0000287;GO:0005524;GO:0010307;GO:0005829;GO:0009507
FAGR_UCONN_32371	373	XP_008227465.1PREDICTED: putative MO25-like protein At5g47540	GO:0035556;GO:0043539
FAGR_UCONN_32372	1793	XP_023908177.1uncharacterized protein LOC112019863 isoform X1	GO:0071586;GO:0004222;GO:0016020
FAGR_UCONN_32373	249	KAF3960766.1hypothetical protein CMV_014544	GO:0098542;GO:0009506;GO:0016020
FAGR_UCONN_32374	279	KAF3958409.1hypothetical protein CMV_016690	GO:0009813;GO:0045430
FAGR_UCONN_32375	865	"XP_023884978.1probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11"	GO:0005992;GO:0070413;GO:0003825;GO:0004805
FAGR_UCONN_32376	184	XP_030926178.1uncharacterized protein LOC115952946	GO:0098869;GO:0140824
FAGR_UCONN_32377	209	KAF3957164.1hypothetical protein CMV_017794	GO:0006952;GO:0009607;GO:0009738;GO:0004864;GO:0010427;GO:0038023;GO:0005634;GO:0005737
FAGR_UCONN_32378	408	XP_050242414.1F-box/kelch-repeat protein At3g23880-like	
FAGR_UCONN_32379	1189	XP_030932070.1ABC transporter B family member 20	GO:0055085;GO:0005524;GO:0016887;GO:0140359;GO:0016020
FAGR_UCONN_32380	758	XP_030975126.1cellulose synthase-like protein G2	GO:0009833;GO:0030244;GO:0016760;GO:0051753;GO:0005886
FAGR_UCONN_32381	421	"XP_030967203.1histidinol-phosphate aminotransferase, chloroplastic-like isoform X2"	GO:0000105;GO:0004400;GO:0030170
FAGR_UCONN_32382	931	XP_023915448.1general transcription factor 3C polypeptide 3-like isoform X2	GO:0006383;GO:0000127
FAGR_UCONN_32383	385	KAF3966392.1hypothetical protein CMV_009501	GO:0046474;GO:0005739
FAGR_UCONN_32384	298	XP_050244693.1protein PHOSPHATE STARVATION RESPONSE 2-like isoform X2	GO:0006355;GO:0010468;GO:0003677;GO:0003700
FAGR_UCONN_32385	864	XP_030924124.1uncharacterized protein LOC115950977 isoform X2	GO:0006629
FAGR_UCONN_32386	509	XP_023915632.1serine carboxypeptidase-like	GO:0006508;GO:0004185;GO:0005576;GO:0005773
FAGR_UCONN_32387	959	XP_050264852.1receptor protein-tyrosine kinase CEPR1	GO:0016310;GO:0004713;GO:0005524;GO:0033612;GO:0016020
FAGR_UCONN_32388	160	"XP_023884560.1small RNA-binding protein 11, chloroplastic"	GO:1901002;GO:0003729;GO:0009507
FAGR_UCONN_32389	720	XP_023890266.1receptor protein kinase-like protein ZAR1	GO:0016310;GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_32390	164	"POE71247.1calvin cycle protein cp12-3, chloroplastic"	GO:0034605;GO:0071454;GO:0080153;GO:0009507;GO:0032991
FAGR_UCONN_32391	256	XP_042983649.1uncharacterized protein YuxK	GO:0003676;GO:0004523;GO:0015035
FAGR_UCONN_32392	646	KAG6697326.1hypothetical protein I3842_09G193200	GO:0000495;GO:0031118;GO:0031120;GO:1990481;GO:0003723;GO:0009982;GO:0031429
FAGR_UCONN_32393	133	XP_023874333.1acetyltransferase At1g77540-like	GO:0016310;GO:0016301
FAGR_UCONN_32394	518	XP_050291258.1protein DETOXIFICATION 27-like isoform X2	GO:1990961;GO:0015297;GO:0042910;GO:0016020
FAGR_UCONN_32395	257	POF08576.1lrr receptor-like serine/threonine-protein kinase efr	GO:0016310;GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_32396	493	"XP_050244245.1transcription termination factor MTERF4, chloroplastic isoform X1"	GO:0006353;GO:0006355;GO:0032502;GO:0003690
FAGR_UCONN_32397	575	KAF3959725.1hypothetical protein CMV_015486	GO:0006081;GO:0004029;GO:0005737
FAGR_UCONN_32398	367	"XP_023923519.1probable lactoylglutathione lyase, chloroplastic"	GO:0019243;GO:0004462;GO:0046872;GO:0005737
FAGR_UCONN_32399	281	"XP_050271204.1peptide deformylase 1B, chloroplastic/mitochondrial"	GO:0006412;GO:0042586;GO:0046872;GO:0005739;GO:0009507
FAGR_UCONN_32400	275	KAF3958210.1hypothetical protein CMV_016853	GO:0007266;GO:0005094;GO:0005829;GO:0016020
FAGR_UCONN_32401	311	"XP_050270832.1probable adenylate kinase 7, mitochondrial"	GO:0016310;GO:0046940;GO:0004017;GO:0005524;GO:0005739
FAGR_UCONN_32402	483	KAF3968410.1hypothetical protein CMV_007697	GO:0000103;GO:0009970;GO:0004020;GO:0004781;GO:0005524;GO:0009507
FAGR_UCONN_32403	325	"XP_050281472.1probable sodium/metabolite cotransporter BASS4, chloroplastic isoform X3"	GO:0016020
FAGR_UCONN_32404	529	XP_050249857.1cytochrome P450 704C1-like	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_32405	443	"XP_023922721.1aspartate aminotransferase, mitochondrial-like isoform X2"	GO:0006520;GO:0009058;GO:0004069;GO:0030170;GO:0005739
FAGR_UCONN_32406	168	KAF3944697.1hypothetical protein CMV_028860	
FAGR_UCONN_32407	477	XP_023899249.1cytochrome P450 90A1	GO:0010268;GO:0016125;GO:0016132;GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_32408	122	XP_050239807.1aldehyde dehydrogenase 22A1 isoform X2	GO:0006081;GO:0004029
FAGR_UCONN_32409	551	"XP_023881280.1sodium-dependent phosphate transport protein 1, chloroplastic-like"	GO:0055085;GO:0005315;GO:0016020
FAGR_UCONN_32410	283	XP_050247414.1uncharacterized protein LOC126694915	GO:0016020
FAGR_UCONN_32411	602	"XP_023928076.1chaperonin CPN60-2, mitochondrial"	GO:0042026;GO:0005524;GO:0140662;GO:0005739
FAGR_UCONN_32412	297	KAG2729518.1hypothetical protein I3760_01G254100	
FAGR_UCONN_32413	473	KAF3957437.1hypothetical protein CMV_017553	GO:0009687;GO:0016125;GO:0005506;GO:0010295;GO:0020037;GO:0016020
FAGR_UCONN_32414	330	"XP_023924828.1persulfide dioxygenase ETHE1 homolog, mitochondrial"	GO:0006749;GO:0070813;GO:0050313;GO:0005739
FAGR_UCONN_32415	233	KAE7995667.1hypothetical protein FH972_000438	
FAGR_UCONN_32416	507	KAF3968501.1hypothetical protein CMV_007607	GO:0006004;GO:0016757;GO:0016020
FAGR_UCONN_32417	311	POE94820.1transcription factor	GO:0006357;GO:0000978;GO:0000981;GO:0046983;GO:0005634
FAGR_UCONN_32418	177	POF08728.1hypothetical protein CFP56_04846	GO:0016020
FAGR_UCONN_32419	435	KAF3960649.1hypothetical protein CMV_014651	
FAGR_UCONN_32420	358	POE63930.1isoform 2 of probable ubiquitin-conjugating enzyme e2 24	GO:0061631
FAGR_UCONN_32421	231	KAF3943156.1hypothetical protein CMV_030254	GO:0030145;GO:0048046
FAGR_UCONN_32422	245	KAF3963078.1hypothetical protein CMV_012500	GO:0016020
FAGR_UCONN_32423	256	XP_023887325.1mediator of RNA polymerase II transcription subunit 6-like	GO:0006357;GO:0045893;GO:0003713;GO:0016592;GO:0070847
FAGR_UCONN_32424	250	KAF3963381.1hypothetical protein CMV_012220	
FAGR_UCONN_32425	457	XP_030961608.1UDP-glycosyltransferase 74B1-like	GO:0080043;GO:0080044;GO:0005737
FAGR_UCONN_32426	158	XP_030927191.118.1 kDa class I heat shock protein-like	GO:0006457;GO:0009408;GO:0009651;GO:0042542;GO:0051259;GO:0043621;GO:0051082
FAGR_UCONN_32427	142	KAE7996601.1hypothetical protein FH972_001312	GO:0006325;GO:0006355;GO:0000976;GO:0003712;GO:0042393;GO:0046872;GO:0005634
FAGR_UCONN_32428	359	"XP_030932064.1electron transfer flavoprotein subunit alpha, mitochondrial"	GO:0022900;GO:0033539;GO:0009055;GO:0050660;GO:0005759
FAGR_UCONN_32429	494	XP_050291188.1linamarin synthase 2-like isoform X2	GO:0008194
FAGR_UCONN_32430	587	XP_023901091.165-kDa microtubule-associated protein 1-like	GO:0000226;GO:0000911;GO:0008017;GO:0005737;GO:0005819
FAGR_UCONN_32431	465	XP_030942879.1serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' beta isoform-like	GO:0007165;GO:0019888;GO:0000159
FAGR_UCONN_32432	264	XP_044507297.1coiled-coil domain-containing protein 124-like isoform X2	GO:0006366;GO:0045893;GO:0003713;GO:0005634
FAGR_UCONN_32433	166	XP_042951175.1uncharacterized protein LOC122283709	GO:0016020
FAGR_UCONN_32434	522	XP_023899866.1laccase-4-like	GO:0046274;GO:0005507;GO:0052716;GO:0048046
FAGR_UCONN_32435	262	XP_023893574.1uncharacterized protein LOC112005541 isoform X1	GO:0016567;GO:0004842;GO:0008270;GO:0016020
FAGR_UCONN_32436	818	XP_050292259.1V-type proton ATPase subunit a1 isoform X1	GO:0007035;GO:0070070;GO:1902600;GO:0046961;GO:0051117;GO:0000220;GO:0012510;GO:0032588
FAGR_UCONN_32437	134	BBH07614.1Ubiquitin supergroup	GO:0006412;GO:0016567;GO:0019941;GO:0003729;GO:0003735;GO:0031386;GO:0031625;GO:0005634;GO:0005737;GO:0005840;GO:1990904
FAGR_UCONN_32438	229	XP_023915409.1deoxyuridine 5'-triphosphate nucleotidohydrolase-like	GO:0006226;GO:0046081;GO:0000287;GO:0004170
FAGR_UCONN_32439	226	XP_023909124.1uncharacterized protein LOC112020797	GO:0009451;GO:0016310;GO:0003723;GO:0016301
FAGR_UCONN_32440	301	XP_023915038.1protein SULFUR DEFICIENCY-INDUCED 1-like	GO:0016740;GO:0005634
FAGR_UCONN_32441	941	KAF3967913.1hypothetical protein CMV_008134	GO:0008270;GO:0005634
FAGR_UCONN_32442	440	KAF3953555.1hypothetical protein CMV_021016	GO:0008194
FAGR_UCONN_32443	1078	XP_030946649.1uncharacterized protein LOC115971098 isoform X1	GO:0004672;GO:0004722;GO:0005524
FAGR_UCONN_32444	503	XP_050282045.1GABA transporter 1-like	GO:0003333;GO:0009734;GO:0015171;GO:0015293;GO:0016020
FAGR_UCONN_32445	135	KAF3966778.1hypothetical protein CMV_009150	GO:0016020
FAGR_UCONN_32446	262	XP_041008557.1uncharacterized protein LOC121252805	
FAGR_UCONN_32447	255	XP_041024757.1protein PYRICULARIA ORYZAE RESISTANCE 21 isoform X2	GO:0005488
FAGR_UCONN_32448	293	KAE8098443.1hypothetical protein FH972_016508	
FAGR_UCONN_32449	840	KAF3976215.1hypothetical protein CMV_000573	GO:0006355;GO:0003700;GO:0046983;GO:0005634
FAGR_UCONN_32450	158	XP_030946090.1transcription factor bHLH126-like	GO:0006357;GO:0000977;GO:0000981;GO:0046983;GO:0090575
FAGR_UCONN_32451	333	PON64350.1Splicing factor-like protein	GO:0000447;GO:0000472;GO:0000480;GO:0006412;GO:0034462;GO:0003723;GO:0003735;GO:0005730;GO:0005840;GO:0016020;GO:1990904
FAGR_UCONN_32452	489	XP_050244832.1U11/U12 small nuclear ribonucleoprotein 65 kDa protein	GO:0000398;GO:0030626;GO:0097157;GO:0005689
FAGR_UCONN_32453	364	"XP_050280509.1sphingoid long-chain bases kinase 2, mitochondrial"	GO:0008654;GO:0016310;GO:0005524;GO:0017050
FAGR_UCONN_32454	196	XP_030940817.1uncharacterized protein LOC115965678 isoform X1	
FAGR_UCONN_32455	289	XP_023906826.1tobamovirus multiplication protein 1	GO:0009705
FAGR_UCONN_32456	616	XP_030949123.1senescence-associated carboxylesterase 101-like	GO:0006629;GO:0006952;GO:0052689;GO:0005634
FAGR_UCONN_32457	509	XP_023914220.1probable receptor-like protein kinase At5g18500 isoform X1	GO:0016310;GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_32458	322	XP_023887849.1aquaporin PIP2-7-like	GO:0006833;GO:0055085;GO:0015250;GO:0005886
FAGR_UCONN_32459	403	XP_040991461.1methionine aminopeptidase 1A isoform X1	GO:0006508;GO:0004239;GO:0046872;GO:0070006;GO:0005829
FAGR_UCONN_32460	649	XP_050260532.1F-box/LRR-repeat protein 10 isoform X1	GO:0008299;GO:0031146;GO:0019005
FAGR_UCONN_32461	354	XP_030953321.1uncharacterized protein LOC115976278 isoform X3	GO:0030150;GO:0005744
FAGR_UCONN_32462	598	XP_050252915.1uncharacterized protein LOC126699246 isoform X2	GO:0016020
FAGR_UCONN_32463	589	XP_030952476.1protein TRANSPARENT TESTA 9 isoform X1	GO:0001708;GO:0008333;GO:0009718;GO:0016197;GO:0044090;GO:1901096;GO:1903415;GO:0005770;GO:0005794;GO:0019898;GO:0036020
FAGR_UCONN_32464	570	XP_050269171.1uncharacterized protein LOC126713462	
FAGR_UCONN_32465	907	XP_030955581.1probable leucine-rich repeat receptor-like protein kinase At5g49770 isoform X2	GO:0000166;GO:0004672
FAGR_UCONN_32466	361	KAG6661780.1hypothetical protein CIPAW_03G199200	GO:0009264;GO:0008253
FAGR_UCONN_32467	201	KAB1219503.1putative WRKY transcription factor 43	GO:0006355;GO:0003700;GO:0043565;GO:0005634
FAGR_UCONN_32468	613	XP_050260263.1rRNA (cytosine-C(5))-methyltransferase NOP2C isoform X1	GO:0001510;GO:0003723;GO:0008757
FAGR_UCONN_32469	181	KAF4353421.1hypothetical protein F8388_005023	GO:0006886;GO:0006890;GO:0006891;GO:0000139;GO:0030126
FAGR_UCONN_32470	665	XP_030935856.1metal-nicotianamine transporter YSL3	GO:0010039;GO:0033214;GO:0035672;GO:0048316;GO:0035673;GO:0051980;GO:0005886
FAGR_UCONN_32471	1012	XP_050292652.1probably inactive leucine-rich repeat receptor-like protein kinase At3g28040	GO:0016310;GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_32472	270	XP_050269124.1uncharacterized protein LOC126713413 isoform X2	GO:0051301;GO:0005524;GO:0016887;GO:0005741;GO:0009536
FAGR_UCONN_32473	234	XP_050276881.1germin-like protein subfamily 1 member 1	GO:0030145;GO:0048046
FAGR_UCONN_32474	347	KAF3975609.1hypothetical protein CMV_001148	GO:0004252;GO:0016020
FAGR_UCONN_32475	260	XP_030957099.1tropinone reductase-like 3	GO:0016491
FAGR_UCONN_32476	204	XP_030935291.121 kDa protein-like	GO:0004857
FAGR_UCONN_32477	297	KAG2721799.1hypothetical protein I3760_02G097900	GO:0000105;GO:0004424
FAGR_UCONN_32478	509	"XP_050282807.1cysteine desulfurase 1, chloroplastic isoform X1"	GO:0006534;GO:0030170;GO:0031071
FAGR_UCONN_32479	437	KAF3950668.1hypothetical protein CMV_023607	GO:0016310;GO:0004672;GO:0005524;GO:0009507
FAGR_UCONN_32480	340	XP_023908156.1uncharacterized protein LOC112019845 isoform X1	GO:0016788
FAGR_UCONN_32481	406	POF22022.1farnesyl pyrophosphate synthase 1	GO:0045337;GO:0004161;GO:0004337;GO:0005737
FAGR_UCONN_32482	340	XP_023906615.1mitochondrial carrier protein CoAc2	GO:1990559;GO:0015228;GO:0005743
FAGR_UCONN_32483	782	KAE8057040.1hypothetical protein FH972_013762	GO:0010073;GO:0035266
FAGR_UCONN_32484	131	KAF3973733.1hypothetical protein CMV_002880	GO:2000012;GO:0030674;GO:0005789
FAGR_UCONN_32485	113	KAF3943464.1hypothetical protein CMV_029980	
FAGR_UCONN_32486	572	KAF3964929.1hypothetical protein CMV_010838	GO:0006421;GO:0003677;GO:0004816;GO:0005524;GO:0005739
FAGR_UCONN_32487	325	XP_023890154.1putative F-box protein At1g65770	
FAGR_UCONN_32488	776	XP_023919502.1L10-interacting MYB domain-containing protein	
FAGR_UCONN_32489	266	KAF3968288.1hypothetical protein CMV_007799	
FAGR_UCONN_32490	911	XP_030947896.1beta-adaptin-like protein C	GO:0006886;GO:0016192;GO:0030276;GO:0030131
FAGR_UCONN_32491	804	XP_030968792.1G-type lectin S-receptor-like serine/threonine-protein kinase CES101 isoform X1	GO:0000166;GO:0004672
FAGR_UCONN_32492	457	XP_042980185.1uncharacterized protein LOC122310356	GO:0003676;GO:0004523
FAGR_UCONN_32493	138	KAF8401712.1hypothetical protein HHK36_012658	GO:0006412;GO:0003729;GO:0003735;GO:0005840;GO:1990904
FAGR_UCONN_32494	609	XP_050282843.1cytochrome P450 72A397-like isoform X2	GO:0010268;GO:0016125;GO:0016132;GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_32495	335	XP_050250321.1probable pectate lyase 4	GO:0045490;GO:0030570;GO:0046872
FAGR_UCONN_32496	132	POF02352.1putative calcium-binding protein cml10	GO:0005509
FAGR_UCONN_32497	180	XP_050264753.1non-specific lipid transfer protein GPI-anchored 7-like	GO:0005886;GO:0098552
FAGR_UCONN_32498	161	XP_023903454.1uncharacterized protein LOC112015298	GO:0016020
FAGR_UCONN_32499	344	XP_050292642.1probable aldo-keto reductase 2	GO:0004033;GO:0005737
FAGR_UCONN_32500	733	XP_050283908.1zinc finger CCCH domain-containing protein 30-like	GO:0046872
FAGR_UCONN_32501	759	XP_023895140.1probable leucine-rich repeat receptor-like protein kinase At5g49770	GO:0000166;GO:0004672
FAGR_UCONN_32502	328	KAF3972114.1hypothetical protein CMV_004346	GO:0008289
FAGR_UCONN_32503	413	KAF3964719.1hypothetical protein CMV_011013	GO:0006413;GO:0003723;GO:0003724;GO:0003743;GO:0005524;GO:0016887
FAGR_UCONN_32504	680	XP_023872648.1AP2-like ethylene-responsive transcription factor ANT	GO:0006355;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_32505	229	XP_030961585.1glutathione S-transferase U17-like	GO:0006749;GO:0042221;GO:0004364;GO:0005737
FAGR_UCONN_32506	126	XP_050275673.1transmembrane 9 superfamily member 2-like isoform X2	GO:0000139;GO:0010008
FAGR_UCONN_32507	114	KAG5243213.1protein PINS	GO:0009734;GO:0080162;GO:0016020
FAGR_UCONN_32508	681	XP_050269709.1LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4 isoform X10	GO:0016310;GO:0004672;GO:0005524;GO:0030247;GO:0016020
FAGR_UCONN_32509	270	XP_030925386.1ribosomal RNA small subunit methyltransferase NEP1-like	GO:0070475;GO:0019843;GO:0070037;GO:0005730;GO:0032040
FAGR_UCONN_32510	299	KAF3954970.1hypothetical protein CMV_019754	GO:0032259;GO:0008757
FAGR_UCONN_32511	681	XP_023887911.1kelch domain-containing protein 4	
FAGR_UCONN_32512	180	KAF3960220.1hypothetical protein CMV_015055	
FAGR_UCONN_32513	238	KAF3956957.1hypothetical protein CMV_017978	GO:0009787;GO:0010100;GO:0016020
FAGR_UCONN_32514	456	"XP_050275937.1dihydroorotate dehydrogenase (quinone), mitochondrial"	GO:0006207;GO:0044205;GO:0106430;GO:0005743
FAGR_UCONN_32515	256	KAF3963130.1hypothetical protein CMV_012453	GO:0015979;GO:0005509;GO:0009654;GO:0019898
FAGR_UCONN_32516	317	KAF3947430.1hypothetical protein CMV_026432	GO:0009813;GO:0016114;GO:0080043;GO:0080044;GO:0005737
FAGR_UCONN_32517	357	XP_050241603.1protein S-acyltransferase 10	GO:0006612;GO:0019706;GO:0005783;GO:0005794;GO:0016020
FAGR_UCONN_32518	592	XP_050280567.1transmembrane 9 superfamily member 5	GO:0072657;GO:0000139;GO:0010008
FAGR_UCONN_32519	275	XP_030953679.1extensin-like	GO:0009409
FAGR_UCONN_32520	525	XP_023926647.1cytochrome P450 CYP82D47-like	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_32521	136	XP_030960208.1nicotianamine synthase-like	GO:0030418;GO:0008757;GO:0030410
FAGR_UCONN_32522	588	"XP_023873982.1beta-amylase 2, chloroplastic"	GO:0000272;GO:0016161;GO:0102229
FAGR_UCONN_32523	424	"XP_041028272.1probable pyruvate, phosphate dikinase regulatory protein, chloroplastic"	GO:0016310;GO:0004674;GO:0005524
FAGR_UCONN_32524	445	XP_030954580.1protein WVD2-like 6 isoform X1	GO:0008017;GO:0005737;GO:0005856
FAGR_UCONN_32525	318	KAF3949498.1hypothetical protein CMV_024635	GO:0006355;GO:0003700;GO:0043565;GO:0046983;GO:0005634
FAGR_UCONN_32526	393	XP_050263255.1protein trichome birefringence-like 12	GO:0016413;GO:0005794;GO:0016020
FAGR_UCONN_32527	100	POE76990.1pentatricopeptide repeat-containing protein	
FAGR_UCONN_32528	103	XP_023924983.1uncharacterized protein LOC112036410	
FAGR_UCONN_32529	1034	XP_030937587.1DExH-box ATP-dependent RNA helicase DExH3 isoform X2	GO:0003723;GO:0004386;GO:0005524
FAGR_UCONN_32530	186	KAE8055013.1hypothetical protein FH972_011886	GO:0050896;GO:0046872
FAGR_UCONN_32531	511	XP_050254534.1pentatricopeptide repeat-containing protein At5g18475	GO:0016020
FAGR_UCONN_32532	154	"XP_042953908.1succinate dehydrogenase subunit 7B, mitochondrial-like"	GO:0005749
FAGR_UCONN_32533	227	KAF3945422.1hypothetical protein CMV_028195	GO:0006606;GO:0005085;GO:0031267;GO:0005634
FAGR_UCONN_32534	690	XP_023879478.1probable metal-nicotianamine transporter YSL7	GO:0035672;GO:0035673;GO:0016020
FAGR_UCONN_32535	354	PON80176.1Alpha/Beta hydrolase fold containing protein	GO:0016787
FAGR_UCONN_32536	361	XP_050283912.1uncharacterized protein LOC126723931	
FAGR_UCONN_32537	173	KAB1204622.1hypothetical protein CJ030_MR8G012694	
FAGR_UCONN_32538	230	KAG2671964.1hypothetical protein I3760_13G016800	GO:0016020
FAGR_UCONN_32539	217	XP_023898604.1uncharacterized protein LOC112010495	GO:0003676
FAGR_UCONN_32540	423	XP_023874227.1growth hormone-regulated TBC protein 1	GO:0005096
FAGR_UCONN_32541	509	"XP_023903483.1aspartate aminotransferase, cytoplasmic"	GO:0006520;GO:0009058;GO:0004069;GO:0030170;GO:0005739
FAGR_UCONN_32542	217	XP_050265337.1methyl-CpG-binding domain-containing protein 4-like	GO:0003677;GO:0008270;GO:0005634
FAGR_UCONN_32543	771	XP_023904428.1uncharacterized protein LOC112016148	GO:0001680;GO:0003723;GO:0016779
FAGR_UCONN_32544	292	XP_023884564.1DCN1-like protein 4 isoform X1	GO:0045116;GO:0031624;GO:0032182;GO:0097602;GO:0000151
